,industry,job_title,description,job_link,job_id,most_advantage,Empl_type,company,city,mex
1061,"Information Technology and Services, Computer Software","Senior Software Engineer, Web Technologies","Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management...",https://www.linkedin.com/jobs?viewJob=&jobId=47199541&trk=api*a130653*s139051*,2061,fair remuneration,part time,SwipeWire,cairo,"Senior Software Engineer, Web Technologies Position Summary Exciting career opportunity that provides a software development role in the Software Development Engineering team, in Bangalore center that is involved in the design and implementation of next generation products for Construction industry.   Role As a Senior Software Engineer, you will be working on product development and be on the forefront of advancing Construction Management... fair remuneration part time SwipeWire cairo"
1062,"Internet, Consumer Services, E-Learning",Full Stack Developer -CTO,"Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been...",https://www.linkedin.com/jobs?viewJob=&jobId=46342739&trk=api*a130653*s139051*,2062,routine,full time,Crowdstage,alexandria,"Full Stack Developer -CTO Introduction We are two IIT-Delhi graduates ( 2011 batch) looking to bring in a Technical Co-Founder to join us in our startup- eStudyCorner, iWantTutor, a QnA, Course, Research, Analytics and Tutorinrg Platform. The product ( Version -1 ) is ready, and is currently being used by 1000 students in Public Beta. It generates revenue as well.  What stage are we in ? The product - ( version 1) has been... routine full time Crowdstage alexandria"
1063,"Banking, Information Technology and Services, Financial Services",Chief of Staff - Technology Business,We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol...,https://www.linkedin.com/jobs?viewJob=&jobId=62029164&trk=api*a130653*s139051*,2063,creativity,part time,Rentoor,alexandria,Chief of Staff - Technology Business We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol... creativity part time Rentoor alexandria
1064,"Retail, Apparel & Fashion",Assitant Merchandiser,"ABOUT THE ROLE:   Convey Indelust's merchandising vision through strong vendor partnerships, customer understanding, and effective product selection, that appeal to our target customers. Prepare and manage the online and in-store merchandising plans to ensure key performance goals, qualitative measures, and new initiatives are consistent with the brand vision, and financial goals are achieved. Ass...",https://www.linkedin.com/jobs?viewJob=&jobId=47130347&trk=api*a130653*s139051*,2064,employee first,part time,Medicine,al mansoura,"Assitant Merchandiser ABOUT THE ROLE:   Convey Indelust's merchandising vision through strong vendor partnerships, customer understanding, and effective product selection, that appeal to our target customers. Prepare and manage the online and in-store merchandising plans to ensure key performance goals, qualitative measures, and new initiatives are consistent with the brand vision, and financial goals are achieved. Ass... employee first part time Medicine al mansoura"
1065,Marketing and Advertising,Advertising Operations Coordinator,"As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart...",https://www.linkedin.com/jobs?viewJob=&jobId=48365421&trk=api*a130653*s139051*,2065,fair remuneration,full time,SiteDept,al mansoura,"Advertising Operations Coordinator As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart... fair remuneration full time SiteDept al mansoura"
1066,"Banking, Information Technology and Services, Financial Services",Chief of Staff - Technology Business,We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol...,https://www.linkedin.com/jobs?viewJob=&jobId=62029164&trk=api*a130653*s139051*,2066,fair remuneration,part time,Deductly,aswan,Chief of Staff - Technology Business We have been retained by one of the Premier Banking Global In-House Capitve to identify a Lead for their Technology Business Management within its Technology &amp; Operations Business. Roles are based in Bangalore &amp; Hyderabad with a fair amount of travel. Background                                                             Organisation ‘s Global Technology has identified 13 strategic Technol... fair remuneration part time Deductly aswan
1067,"Retail, Apparel & Fashion",Assitant Merchandiser,"ABOUT THE ROLE:   Convey Indelust's merchandising vision through strong vendor partnerships, customer understanding, and effective product selection, that appeal to our target customers. Prepare and manage the online and in-store merchandising plans to ensure key performance goals, qualitative measures, and new initiatives are consistent with the brand vision, and financial goals are achieved. Ass...",https://www.linkedin.com/jobs?viewJob=&jobId=47130347&trk=api*a130653*s139051*,2067,creativity,full time,TechTack,cairo,"Assitant Merchandiser ABOUT THE ROLE:   Convey Indelust's merchandising vision through strong vendor partnerships, customer understanding, and effective product selection, that appeal to our target customers. Prepare and manage the online and in-store merchandising plans to ensure key performance goals, qualitative measures, and new initiatives are consistent with the brand vision, and financial goals are achieved. Ass... creativity full time TechTack cairo"
1068,Marketing and Advertising,Advertising Operations Coordinator,"As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart...",https://www.linkedin.com/jobs?viewJob=&jobId=48365421&trk=api*a130653*s139051*,2068,ease of work,full time,Metricsilo,aswan,"Advertising Operations Coordinator As part of the expansion of the local Leadmill office in Bangalore, India we are looking for an Advertising Operations Coordinator who is self-motivated, efficient and has great attention to detail. The Advertising Operations Coordinator will be coordinating and managing tasks across different teams and involves multiple assignments on both the advertiser and the publisher side of business. Apart... ease of work full time Metricsilo aswan"
1069,"Internet, Online Media",Mobile Application Developer,"Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t...",https://www.linkedin.com/jobs?viewJob=&jobId=48370525&trk=api*a130653*s139051*,2069,fair remuneration,full time,Tourish,alexandria,"Mobile Application Developer Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t... fair remuneration full time Tourish alexandria"
1070,"Internet, Online Media",Mobile Application Developer,"Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t...",https://www.linkedin.com/jobs?viewJob=&jobId=48370525&trk=api*a130653*s139051*,2070,fair remuneration,full time,QuickSpace,alexandria,"Mobile Application Developer Build advanced applications for the Android and/or iOS platform. Collaborate with cross-functional teams to define, design, and ship new features. Work with outside data sources and APIs. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies t... fair remuneration full time QuickSpace alexandria"
1071,Computer Software,Software Engineer,2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field....,https://www.linkedin.com/jobs?viewJob=&jobId=46301399&trk=api*a130653*s139051*,2071,smoothness,part time,Legal Right,aswan,Software Engineer 2-4 years of Java proficiency. Sound programming knowledge using Core Java  Good understanding of data structures and algorithms. BS/BE in CS or related engineering or equivalent field.... smoothness part time Legal Right aswan
1072,Semiconductors,Verification Engineer,"We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica...",https://www.linkedin.com/jobs?viewJob=&jobId=48925091&trk=api*a130653*s139051*,2072,fair remuneration,part time,SalePush,suez,"Verification Engineer We are starting the development of new IPs and require engineers with 1-6 years' experience in ASIC Design &amp; Verification. The role is development of IPs for protocols such as DDR, SSD,PCI-e, etc. Below are the details of  the position: Designation : Senior Verification Engineer/Team Leader Experience :  1-6 years' in IP/SOC Verification Qualification : B.E/B.Tech/M.Tech/M.S in VLSI, Electrica... fair remuneration part time SalePush suez"
1073,Management Consulting,Consulting Associate,"The Associate will work as an integral member of the management consulting team over the next 3 to 6 months. As a part of the consulting practice, the successful candidate will be working on challenging client assignments, which would be critical to the client’s business. Financial modeling and structured problem solving approach would be required on a day to day basis. In terms of exposure, the r...",https://www.linkedin.com/jobs?viewJob=&jobId=62299974&trk=api*a130653*s139051*,2073,fair remuneration,full time,SalePush,al mansoura,"Consulting Associate The Associate will work as an integral member of the management consulting team over the next 3 to 6 months. As a part of the consulting practice, the successful candidate will be working on challenging client assignments, which would be critical to the client’s business. Financial modeling and structured problem solving approach would be required on a day to day basis. In terms of exposure, the r... fair remuneration full time SalePush al mansoura"
1074,Computer Software,Android Developers/Experts,"Work with product management team to understand high level requirement and breaking them down to features/user stories. Help operations team in solving field issues related to the applications. Conducting technical code reviews and imparting best practices to team members. Maintaining good code quality, code sanity with versioning tools. Writing efficient, maintainable and reusable code. Unit test...",https://www.linkedin.com/jobs?viewJob=&jobId=48988911&trk=api*a130653*s139051*,2074,fair remuneration,part time,SwipeWire,alexandria,"Android Developers/Experts Work with product management team to understand high level requirement and breaking them down to features/user stories. Help operations team in solving field issues related to the applications. Conducting technical code reviews and imparting best practices to team members. Maintaining good code quality, code sanity with versioning tools. Writing efficient, maintainable and reusable code. Unit test... fair remuneration part time SwipeWire alexandria"
1075,Consumer Electronics,Hardware Design Engineer - High Speed Digital Board Design,"We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘...",https://www.linkedin.com/jobs?viewJob=&jobId=61713766&trk=api*a130653*s139051*,2075,routine,part time,QuickSpace,suez,"Hardware Design Engineer - High Speed Digital Board Design We are looking for a world-class, talented and hands-on Hardware Engineer for the design of a highly challenging and complex consumer product. Along with people leadership and communication skill, the candidate needs to be a great hands-on hardware engineer and personally excel in doing high-speed digital, analog and RF board design. The candidate needs to be detailed and process oriented with a ‘... routine part time QuickSpace suez"
1076,Internet,Android / iOS Developer at 200+ companies,"Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m...",https://www.linkedin.com/jobs?viewJob=&jobId=46302491&trk=api*a130653*s139051*,2076,routine,full time,Tourish,cairo,"Android / iOS Developer at 200+ companies Do you have mobile development experience and are you looking for software engineering opportunities at tech companies? Tired of applying to dozens of companies on job boards?  That's why we built Instahyre, a career marketplace that connects the best talent with tech companies in India. Simply sign up by importing your LinkedIn profile, and participate in a one week ""auction"" in which companies m... routine full time Tourish cairo"
1077,Entertainment,Associate Consultant - Social,"We are looking for someone who is young and energetic and starting out in their career. As a  Associate Consultant, you will need to be fully entrenched in social media culture and understand the fine line of managing a professional, but effective social media presence. You should like writing and are good at it, and have strong proofreading capabilities.   You may be handling a few or many accoun...",https://www.linkedin.com/jobs?viewJob=&jobId=48953183&trk=api*a130653*s139051*,2077,creativity,full time,Seekingon,aswan,"Associate Consultant - Social We are looking for someone who is young and energetic and starting out in their career. As a  Associate Consultant, you will need to be fully entrenched in social media culture and understand the fine line of managing a professional, but effective social media presence. You should like writing and are good at it, and have strong proofreading capabilities.   You may be handling a few or many accoun... creativity full time Seekingon aswan"
1078,"Marketing and Advertising, Graphic Design",Graphic Designer,"Graphic designers must possess artistic ability and creative thinking for designing eye-catching and effective collateral. These professionals need to be able to come up with strategies for layouts and artistic concepts, and they must be able to create visual images that engage, attract and sell. Additionally, they need to be: responsive to customer needs, able to create new and original ideas, op...",https://www.linkedin.com/jobs?viewJob=&jobId=44916993&trk=api*a130653*s139051*,2078,fair remuneration,full time,SalePush,alexandria,"Graphic Designer Graphic designers must possess artistic ability and creative thinking for designing eye-catching and effective collateral. These professionals need to be able to come up with strategies for layouts and artistic concepts, and they must be able to create visual images that engage, attract and sell. Additionally, they need to be: responsive to customer needs, able to create new and original ideas, op... fair remuneration full time SalePush alexandria"
1079,Internet,Junior Content/Copy Writer,"Do you have a penchant for good food? Can you weave some magic with your words? Want to combine the two and kick start your writing career? Well then, we’re looking for someone just like you! DishGram is on the look out for two full-time entry level junior content/copywriters who can work from our office space in Bangalore, India. If you’re a fresher with the right set of skills, we’ll help you be...",https://www.linkedin.com/jobs?viewJob=&jobId=48968704&trk=api*a130653*s139051*,2079,fair remuneration,part time,Crowdstage,cairo,"Junior Content/Copy Writer Do you have a penchant for good food? Can you weave some magic with your words? Want to combine the two and kick start your writing career? Well then, we’re looking for someone just like you! DishGram is on the look out for two full-time entry level junior content/copywriters who can work from our office space in Bangalore, India. If you’re a fresher with the right set of skills, we’ll help you be... fair remuneration part time Crowdstage cairo"
1080,"Online Media, Newspapers",Product Manager Intern,This Job is based out of Bangalore.   Plash is looking for an intern who is passionate about News and Content Discovery in the Mobile world to join Product team for the summer / 3 months (with possibility of extending a full time offer) based on performance . The successful candidate must have strong experience working on technology products and ideally will have prior experience creating launch p...,https://www.linkedin.com/jobs?viewJob=&jobId=47153271&trk=api*a130653*s139051*,2080,creativity,full time,Conceptual,aswan,Product Manager Intern This Job is based out of Bangalore.   Plash is looking for an intern who is passionate about News and Content Discovery in the Mobile world to join Product team for the summer / 3 months (with possibility of extending a full time offer) based on performance . The successful candidate must have strong experience working on technology products and ideally will have prior experience creating launch p... creativity full time Conceptual aswan
1081,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=49817527&trk=api*a130653*s139051*,2081,creativity,part time,Kiddily,alexandria,"Software Engineer At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of... creativity part time Kiddily alexandria"
1082,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,2082,fair remuneration,part time,Shipplier,alexandria,Design Assistant Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel... fair remuneration part time Shipplier alexandria
1083,"Information Technology and Services, Computer Software",Content Marketing Specialist,"  The Opportunity: We are looking for a Content Marketing Specialist who will own content planning, creation, and distribution at ZapStitch. In this role, you would produce highly engaging and relevant content to help us drive thought leadership, build our brand, generate leads and grow our subscriber base.  You will be at the core of our  content marketing strategy and will help implement a varie...",https://www.linkedin.com/jobs?viewJob=&jobId=48337375&trk=api*a130653*s139051*,2083,smoothness,part time,SwipeWire,cairo,"Content Marketing Specialist   The Opportunity: We are looking for a Content Marketing Specialist who will own content planning, creation, and distribution at ZapStitch. In this role, you would produce highly engaging and relevant content to help us drive thought leadership, build our brand, generate leads and grow our subscriber base.  You will be at the core of our  content marketing strategy and will help implement a varie... smoothness part time SwipeWire cairo"
1084,Internet,Junior Content/Copy Writer,"Do you have a penchant for good food? Can you weave some magic with your words? Want to combine the two and kick start your writing career? Well then, we’re looking for someone just like you! DishGram is on the look out for two full-time entry level junior content/copywriters who can work from our office space in Bangalore, India. If you’re a fresher with the right set of skills, we’ll help you be...",https://www.linkedin.com/jobs?viewJob=&jobId=48968704&trk=api*a130653*s139051*,2084,routine,full time,SecureSmarter,alexandria,"Junior Content/Copy Writer Do you have a penchant for good food? Can you weave some magic with your words? Want to combine the two and kick start your writing career? Well then, we’re looking for someone just like you! DishGram is on the look out for two full-time entry level junior content/copywriters who can work from our office space in Bangalore, India. If you’re a fresher with the right set of skills, we’ll help you be... routine full time SecureSmarter alexandria"
1085,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,2085,smoothness,full time,Metricsilo,suez,"Online Marketing Manager/Specialist IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi... smoothness full time Metricsilo suez"
1086,Internet,Software Engineer,"At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of...",https://www.linkedin.com/jobs?viewJob=&jobId=49817527&trk=api*a130653*s139051*,2086,routine,full time,Metricsilo,alexandria,"Software Engineer At Nudgespot, we are building a product for B2C companies that enables contextual communication with their users and keeping it extremely simple all the way. It helps our customers interact with their users in a much more meaningful way, both automated and on-demand, by tracking user behaviors &amp; profiles and enabling them to intelligently segment their users. In addition, it involves a lot of... routine full time Metricsilo alexandria"
1087,Apparel & Fashion,Design Assistant,Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel...,https://www.linkedin.com/jobs?viewJob=&jobId=60845735&trk=api*a130653*s139051*,2087,ease of work,full time,InvestSpend,al mansoura,Design Assistant Responsibilities: Research &amp; study fashion trends. Research fashion concepts to aid the design process of the brand. Develop new techniques for the different product lines. Develop tech packs and costing sheets. Check and regulate new developments and prototyping process. Manage design interns effectively. Identify and create links to procure innovative raw materials and technology. Effectivel... ease of work full time InvestSpend al mansoura
1088,"Information Technology and Services, Computer Software",Content Marketing Specialist,"  The Opportunity: We are looking for a Content Marketing Specialist who will own content planning, creation, and distribution at ZapStitch. In this role, you would produce highly engaging and relevant content to help us drive thought leadership, build our brand, generate leads and grow our subscriber base.  You will be at the core of our  content marketing strategy and will help implement a varie...",https://www.linkedin.com/jobs?viewJob=&jobId=48337375&trk=api*a130653*s139051*,2088,smoothness,part time,Drivemo,al mansoura,"Content Marketing Specialist   The Opportunity: We are looking for a Content Marketing Specialist who will own content planning, creation, and distribution at ZapStitch. In this role, you would produce highly engaging and relevant content to help us drive thought leadership, build our brand, generate leads and grow our subscriber base.  You will be at the core of our  content marketing strategy and will help implement a varie... smoothness part time Drivemo al mansoura"
1089,"Marketing and Advertising, Market Research",Online Marketing Manager/Specialist,"IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi...",https://www.linkedin.com/jobs?viewJob=&jobId=59597116&trk=api*a130653*s139051*,2089,fair remuneration,full time,Cloudrevel,aswan,"Online Marketing Manager/Specialist IMPORTANT: To Apply, please fill up the form on this link - http://goo.gl/hjNqXe. This should take around 20-30 minutes which consists of basic aptitude and a brief background about yourself.    Roles Understand Client’s business goals, support with Market Research, devise Marketing Strategy to take the Client businesses to the next stage Execute marketing campaigns through SEO / SEM / Social Medi... fair remuneration full time Cloudrevel aswan"
1090,Internet,Graphic Designer,"Responsible for the design and development of all print and web design materials, sales / promotional materials. - Create marketing communication assets from concept, through creation and to final production including e-mailers, infographics, print ads. - Understand brief from marketing and category teams and come up with designs. - Design Online Advertising Banners to be run across internet. - De...",https://www.linkedin.com/jobs?viewJob=&jobId=47177960&trk=api*a130653*s139051*,2090,routine,full time,GameEight,cairo,"Graphic Designer Responsible for the design and development of all print and web design materials, sales / promotional materials. - Create marketing communication assets from concept, through creation and to final production including e-mailers, infographics, print ads. - Understand brief from marketing and category teams and come up with designs. - Design Online Advertising Banners to be run across internet. - De... routine full time GameEight cairo"
1091,Information Technology and Services,"Mobile Developers (HTML5/JS, Android and IOS ) – (Senior Software Engineers/Software Engineers)","Imagine what you could do here! At Travanleo, great innovative ideas have a way of becoming great products, services &amp; customer experiences. Bring passion and dedication to your job and there is no telling what you could accomplish.   Travanleo Info Solutions (India) Private Limited is looking for Mobile Developers (HTML5/JS) - Sr. Software Engineers with 4 to 6 years of total industry experie...",https://www.linkedin.com/jobs?viewJob=&jobId=48930865&trk=api*a130653*s139051*,2091,creativity,full time,Hiphonic,cairo,"Mobile Developers (HTML5/JS, Android and IOS ) – (Senior Software Engineers/Software Engineers) Imagine what you could do here! At Travanleo, great innovative ideas have a way of becoming great products, services &amp; customer experiences. Bring passion and dedication to your job and there is no telling what you could accomplish.   Travanleo Info Solutions (India) Private Limited is looking for Mobile Developers (HTML5/JS) - Sr. Software Engineers with 4 to 6 years of total industry experie... creativity full time Hiphonic cairo"
1092,"Consumer Services, Retail, Logistics and Supply Chain",Head Supply Chain & Logistics [ E-Commerce],- Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b...,https://www.linkedin.com/jobs?viewJob=&jobId=48362624&trk=api*a130653*s139051*,2092,routine,full time,QuickSpace,cairo,Head Supply Chain & Logistics [ E-Commerce] - Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b... routine full time QuickSpace cairo
1093,"Marketing and Advertising, Computer Software",Python Developers with MySql Experience (2+ yrs),Looking for a Senior Software Engineer with 3+ years of experience in Python and Linux to build large scale web and mobile products.  Technical Skills that you ABSOLUTELY MUST have:  - Python  - Experience working on ANY web framework  - Stored Procedures and Complex Queries on MySQL or PostgreSQL  - Webservers (nginx/uwsgi or Apache)  - Optimizing for high traffic/high availability platforms...,https://www.linkedin.com/jobs?viewJob=&jobId=60053356&trk=api*a130653*s139051*,2093,ease of work,part time,VisionSwipe,cairo,Python Developers with MySql Experience (2+ yrs) Looking for a Senior Software Engineer with 3+ years of experience in Python and Linux to build large scale web and mobile products.  Technical Skills that you ABSOLUTELY MUST have:  - Python  - Experience working on ANY web framework  - Stored Procedures and Complex Queries on MySQL or PostgreSQL  - Webservers (nginx/uwsgi or Apache)  - Optimizing for high traffic/high availability platforms... ease of work part time VisionSwipe cairo
1094,Entertainment,Associate Consultant - Paid Media,You’ll be someone with a pulse on everything that is happening in the paid media space but also looking to use those advancements and bring innovation and value to clients. The emphasis will be more on landing pages design - best practises. You’ll be required to introspect  everything in a Landing Page to to improve number of conversions. This role needs someone who has an additional experience of...,https://www.linkedin.com/jobs?viewJob=&jobId=48925706&trk=api*a130653*s139051*,2094,routine,full time,Seekingon,alexandria,Associate Consultant - Paid Media You’ll be someone with a pulse on everything that is happening in the paid media space but also looking to use those advancements and bring innovation and value to clients. The emphasis will be more on landing pages design - best practises. You’ll be required to introspect  everything in a Landing Page to to improve number of conversions. This role needs someone who has an additional experience of... routine full time Seekingon alexandria
1095,Internet,Graphic Designer,"Responsible for the design and development of all print and web design materials, sales / promotional materials. - Create marketing communication assets from concept, through creation and to final production including e-mailers, infographics, print ads. - Understand brief from marketing and category teams and come up with designs. - Design Online Advertising Banners to be run across internet. - De...",https://www.linkedin.com/jobs?viewJob=&jobId=47177960&trk=api*a130653*s139051*,2095,fair remuneration,full time,SecuriToday,aswan,"Graphic Designer Responsible for the design and development of all print and web design materials, sales / promotional materials. - Create marketing communication assets from concept, through creation and to final production including e-mailers, infographics, print ads. - Understand brief from marketing and category teams and come up with designs. - Design Online Advertising Banners to be run across internet. - De... fair remuneration full time SecuriToday aswan"
1096,Information Technology and Services,"Mobile Developers (HTML5/JS, Android and IOS ) – (Senior Software Engineers/Software Engineers)","Imagine what you could do here! At Travanleo, great innovative ideas have a way of becoming great products, services &amp; customer experiences. Bring passion and dedication to your job and there is no telling what you could accomplish.   Travanleo Info Solutions (India) Private Limited is looking for Mobile Developers (HTML5/JS) - Sr. Software Engineers with 4 to 6 years of total industry experie...",https://www.linkedin.com/jobs?viewJob=&jobId=48930865&trk=api*a130653*s139051*,2096,employee first,full time,Knowza,aswan,"Mobile Developers (HTML5/JS, Android and IOS ) – (Senior Software Engineers/Software Engineers) Imagine what you could do here! At Travanleo, great innovative ideas have a way of becoming great products, services &amp; customer experiences. Bring passion and dedication to your job and there is no telling what you could accomplish.   Travanleo Info Solutions (India) Private Limited is looking for Mobile Developers (HTML5/JS) - Sr. Software Engineers with 4 to 6 years of total industry experie... employee first full time Knowza aswan"
1097,"Consumer Services, Retail, Logistics and Supply Chain",Head Supply Chain & Logistics [ E-Commerce],- Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b...,https://www.linkedin.com/jobs?viewJob=&jobId=48362624&trk=api*a130653*s139051*,2097,fair remuneration,part time,Branding,aswan,Head Supply Chain & Logistics [ E-Commerce] - Own all the metrics across the supply chain function & Logistic Operations to enable timely last mile deliveries to customers.<br>- Formulate and implement processes for fulfillment centre (FC) operations in accordance with global standards and Lean principles.<br><br>-Lead the India FC procurement team as an assignment for transformation and monitoring CAPEX in the ongoing Greenfield project.<b... fair remuneration part time Branding aswan
